"SOURCE_SYSTEM","SOURCE_CONN","TABSCHEMA","TABNAME","COLNO","COLNAME","TYPENAME","LENGTH","SCALE","REMARKS","TAB_CATALOG","TAB_REMARKS","LIMITIERUNG"
"21C",SBK21C,USR01537,LE_ANTRAGKV,41,FREITEXTANTRAG,VARCHAR,1000,0,attribute FreitextAntrag in class leistungen.business.khpv.kv.AntragKvModel,,class leistungen.business.khpv.kv.AntragKvModel,
"21C",SBK21C,USR01537,LE_ANTRAGKV,42,FREITEXTENTSCHEIDUNG,VARCHAR,1000,0,attribute FreitextEntscheidung in class leistungen.business.khpv.kv.AntragKvModel,,class leistungen.business.khpv.kv.AntragKvModel,
"21C",SBK21C,USR01537,LE_ANTRAGKV,43,LEIUMFBEANTR_LUANTRAGKV_ID,BIGINT,8,0,foreign key; references table LE_LeistungsumfangAntragKv (class leistungen.business.khpv.kv.LeistungsumfangAntragKvModel),,class leistungen.business.khpv.kv.AntragKvModel,
"21C",SBK21C,USR01537,LE_ANTRAGKV,44,LEIUMFBEWILL_LUANTRAGKV_ID,BIGINT,8,0,foreign key; references table LE_LeistungsumfangAntragKv (class leistungen.business.khpv.kv.LeistungsumfangAntragKvModel),,class leistungen.business.khpv.kv.AntragKvModel,
"21C",SBK21C,USR01537,LE_ANTRAGKV,45,STTSHSTR_STATUSHSTRIE_ID,BIGINT,8,0,foreign key; references table LE_StatusHistorie (class leistungen.business.StatusHistorieModel),,class leistungen.business.khpv.kv.AntragKvModel,
"21C",SBK21C,USR01537,LE_ANTRAGKV,46,VERORDNUNG_VERORDNUNG_ID,BIGINT,8,0,foreign key; references table LE_Verordnung (class leistungen.business.VerordnungModel),,class leistungen.business.khpv.kv.AntragKvModel,
"21C",SBK21C,USR01537,LE_ANTRAGKV,47,TP4ADALE_TP4DALEATT_ID,BIGINT,8,0,foreign key; references table LE_TP4aDALEAttribute (class leistungen.business.tpverfahren.TP4aDALEAttributeModel),,class leistungen.business.khpv.kv.AntragKvModel,
"21C",SBK21C,USR01537,LE_ANTRAGKV,48,LMKVVERL_LMKV_ID,BIGINT,8,0,foreign key; references table LE_LmKv (class leistungen.business.khpv.kv.LmKvModel),,class leistungen.business.khpv.kv.AntragKvModel,
"21C",SBK21C,USR01537,LE_ANTRAGKV,49,TP4BINFOAUSG_TP4BINFO_ID,BIGINT,8,0,foreign key; references table LE_TP4bDatenaustauschInfo (class leistungen.business.tpverfahren.tp4b.TP4bDatenaustauschInfoModel),,class leistungen.business.khpv.kv.AntragKvModel,
"21C",SBK21C,USR01537,LE_ANTRAGKV,58,KDSBRZURBEW_KOMMDTNSACHB_ID,BIGINT,8,0,foreign key; references table LE_KommDatenSachbearbeiter (class leistungen.business.KommunikationsdatenSachbearbeiterModel),,class leistungen.business.khpv.kv.AntragKvModel,
"21C",SBK21C,USR01537,LE_ANTRAGKV,59,KDVERSZURBEW_KOMMDATEN_ID,BIGINT,8,0,foreign key; references table LE_Kommunikationsdaten (class leistungen.business.KommunikationsdatenModel),,class leistungen.business.khpv.kv.AntragKvModel,
"21C",SBK21C,USR01537,LE_ANTRAGKV,60,WEITERLEITUNGPAR14ABS3SGBIX,SMALLINT,2,0,attribute WeiterleitungPar14Abs3SGBIX in class leistungen.business.khpv.kv.AntragKvModel,,class leistungen.business.khpv.kv.AntragKvModel,
"21C",SBK21C,USR01537,LE_ANTRAGKV,61,ZUSTAENDIGKEITSFESTSTELLUNGAM,DATE,4,0,attribute ZustaendigkeitsfeststellungAm in class leistungen.business.khpv.kv.AntragKvModel,,class leistungen.business.khpv.kv.AntragKvModel,
"21C",SBK21C,USR01537,LE_ANTRAGKV,62,FRISTVERLAENGERUNG,SMALLINT,2,0,attribute Fristverlaengerung in class leistungen.business.AbstractAntragKhPvSLModel,,class leistungen.business.khpv.kv.AntragKvModel,
"21C",SBK21C,USR01537,LE_ANTRAGKV,63,KORREKTURNACHBESCHEID,SMALLINT,2,0,attribute KorrekturNachBescheid in class leistungen.business.AbstractAntragKhPvSLModel,,class leistungen.business.khpv.kv.AntragKvModel,
"21C",SBK21C,USR01537,LE_ANTRAGKV,64,UNTERLAGENANGEFORDERTAM,DATE,4,0,attribute UnterlagenAngefordertAm in class leistungen.business.AbstractAntragKhPvSLModel,,class leistungen.business.khpv.kv.AntragKvModel,
"21C",SBK21C,USR01537,LE_ANTRAGKV,65,EMPFEHLUNGNACHPAR31SGBXI,SMALLINT,2,0,attribute EmpfehlungNachPar31SGBXI in class leistungen.business.khpv.kv.AntragKvModel,,class leistungen.business.khpv.kv.AntragKvModel,
"21C",SBK21C,USR01537,LE_AUFENTHALT,0,OID,BIGINT,8,0,primary key; attribute Oid in class framework.business.Model,,class leistungen.business.khpv.AufenthaltModel,
"21C",SBK21C,USR01537,LE_AUFENTHALT,1,CREATEDBY,VARCHAR,16,0,attribute CreatedBy in class framework.business.Model,,class leistungen.business.khpv.AufenthaltModel,
"21C",SBK21C,USR01537,LE_AUFENTHALT,2,CREATEDAT,TIMESTAMP,10,6,attribute CreatedAt in class framework.business.Model,,class leistungen.business.khpv.AufenthaltModel,
"21C",SBK21C,USR01537,LE_AUFENTHALT,3,VERSIONNR,SMALLINT,2,0,for optimistic locking; attribute VersionNr in class framework.business.Model,,class leistungen.business.khpv.AufenthaltModel,
"21C",SBK21C,USR01537,LE_AUFENTHALT,4,ABWEICHNAMEZUKVNR,VARCHAR,150,0,attribute AbweichenderNameZuKvNummer in class leistungen.business.khpv.AufenthaltModel,,class leistungen.business.khpv.AufenthaltModel,
"21C",SBK21C,USR01537,LE_AUFENTHALT,5,ARBEITSFAEHIGKEITREHA,SMALLINT,2,0,attribute ArbeitsfaehigkeitReha in class leistungen.business.khpv.AufenthaltModel; codetype kerntabellen.business.RehaArtArbeitsfaehigkeitType,,class leistungen.business.khpv.AufenthaltModel,
"21C",SBK21C,USR01537,LE_AUFENTHALT,6,ARTFAHRKOSTENERSTATTUNG,SMALLINT,2,0,attribute ArtFahrkostenErstattung in class leistungen.business.khpv.AufenthaltModel; codetype kerntabellen.business.RehaArtFahrkostenerstattungType,,class leistungen.business.khpv.AufenthaltModel,
"21C",SBK21C,USR01537,LE_AUFENTHALT,7,AUFNAHMEGEWICHT,INTEGER,4,0,attribute Aufnahmegewicht in class leistungen.business.khpv.AufenthaltModel,,class leistungen.business.khpv.AufenthaltModel,
"21C",SBK21C,USR01537,LE_AUFENTHALT,8,APERSISTZ,SMALLINT,2,0,attribute AufnahmePersistentErledigt in class leistungen.business.khpv.AufenthaltModel,,class leistungen.business.khpv.AufenthaltModel,
"21C",SBK21C,USR01537,LE_AUFENTHALT,9,BEATMUNGSSTUNDEN,SMALLINT,2,0,attribute Beatmungsstunden in class leistungen.business.khpv.AufenthaltModel,,class leistungen.business.khpv.AufenthaltModel,
"21C",SBK21C,USR01537,LE_AUFENTHALT,10,BEHANDLUNGERGEBNISREHA,SMALLINT,2,0,attribute BehandlungErgebnisReha in class leistungen.business.khpv.AufenthaltModel; codetype kerntabellen.business.RehaArtBehandlungErgebnisType,,class leistungen.business.khpv.AufenthaltModel,
"21C",SBK21C,USR01537,LE_AUFENTHALT,11,BESTAETIGUNGDESVERSVERH,SMALLINT,2,0,attribute BestaetigungDesVersVerh in class leistungen.business.khpv.AufenthaltModel,,class leistungen.business.khpv.AufenthaltModel,
"21C",SBK21C,USR01537,LE_AUFENTHALT,12,IDENTVERANLASSENDER,VARCHAR,9,0,attribute IdentVeranlassender in class leistungen.business.khpv.AufenthaltModel,,class leistungen.business.khpv.AufenthaltModel,
"21C",SBK21C,USR01537,LE_AUFENTHALT,13,IDTVERANLASSENDARZTNR,VARCHAR,9,0,attribute IdentVeranlassenderArztnummer in class leistungen.business.khpv.AufenthaltModel,,class leistungen.business.khpv.AufenthaltModel,
"21C",SBK21C,USR01537,LE_AUFENTHALT,14,EINGANGSDATUMAUFNAHME,DATE,4,0,attribute EingangsdatumAufnahme in class leistungen.business.khpv.AufenthaltModel,,class leistungen.business.khpv.AufenthaltModel,
"21C",SBK21C,USR01537,LE_AUFENTHALT,15,EINGANGSDATUMENTLASSUNG,DATE,4,0,attribute EingangsdatumEntlassung in class leistungen.business.khpv.AufenthaltModel,,class leistungen.business.khpv.AufenthaltModel,
"21C",SBK21C,USR01537,LE_AUFENTHALT,16,ENTBINDUNGSTAG1,DATE,4,0,attribute Entbindungstag1 in class leistungen.business.khpv.AufenthaltModel,,class leistungen.business.khpv.AufenthaltModel,
"21C",SBK21C,USR01537,LE_AUFENTHALT,17,ENTBINDUNGSTAG2,DATE,4,0,attribute Entbindungstag2 in class leistungen.business.khpv.AufenthaltModel,,class leistungen.business.khpv.AufenthaltModel,
"21C",SBK21C,USR01537,LE_AUFENTHALT,18,ENTLASSUNGSGRUND,SMALLINT,2,0,attribute Entlassungsgrund in class leistungen.business.khpv.AufenthaltModel; codetype kerntabellen.business.EntlassungsgrundStationaerType,,class leistungen.business.khpv.AufenthaltModel,
"21C",SBK21C,USR01537,LE_AUFENTHALT,19,EPERSISTZ,SMALLINT,2,0,attribute EntlassungPersistentErledigt in class leistungen.business.khpv.AufenthaltModel,,class leistungen.business.khpv.AufenthaltModel,
"21C",SBK21C,USR01537,LE_AUFENTHALT,20,ENTLASSUNGSSTATUS,SMALLINT,2,0,attribute Entlassungsstatus in class leistungen.business.khpv.AufenthaltModel; codetype kerntabellen.business.EntscheidungsstatusMinimalType,,class leistungen.business.khpv.AufenthaltModel,
"21C",SBK21C,USR01537,LE_AUFENTHALT,21,ENTSCHABLGRUND,SMALLINT,2,0,attribute EntscheidungAblehnungGrund in class leistungen.business.khpv.AufenthaltModel; codetype kerntabellen.business.KHAblehnungGrundType,,class leistungen.business.khpv.AufenthaltModel,
"21C",SBK21C,USR01537,LE_AUFENTHALT,22,ENTSCHEIDUNGSTATUS,SMALLINT,2,0,attribute EntscheidungStatus in class leistungen.business.khpv.AufenthaltModel; codetype kerntabellen.business.EntscheidungType,,class leistungen.business.khpv.AufenthaltModel,
"21C",SBK21C,USR01537,LE_AUFENTHALT,23,ENTSCHEIDUNGDATUM,DATE,4,0,attribute EntscheidungDatum in class leistungen.business.khpv.AufenthaltModel,,class leistungen.business.khpv.AufenthaltModel,
"21C",SBK21C,USR01537,LE_AUFENTHALT,24,ENTSCHEIDUNGERLAEUTERUNG,VARCHAR,700,0,attribute EntscheidungErlaeuterung in class leistungen.business.khpv.AufenthaltModel,,class leistungen.business.khpv.AufenthaltModel,
"21C",SBK21C,USR01537,LE_AUFENTHALT,25,ENTSCHAUFNAHMEREHAVORSORGE,SMALLINT,2,0,attribute EntscheidungStatusAufnahmeRehaVorsorgeIntern in class leistungen.business.khpv.AufenthaltModel; codetype kerntabellen.business.EntscheidungAntragRehaVorsorgeType,,class leistungen.business.khpv.AufenthaltModel,
"21C",SBK21C,USR01537,LE_AUFENTHALT,35,PAPIERANLAGEAUFNAHME,SMALLINT,2,0,attribute PapieranlageAufnahme in class leistungen.business.khpv.AufenthaltModel,,class leistungen.business.khpv.AufenthaltModel,
"21C",SBK21C,USR01537,LE_AUFENTHALT,36,PAPIERANLAGEENTLASSUNG,SMALLINT,2,0,attribute PapieranlageEntlassung in class leistungen.business.khpv.AufenthaltModel,,class leistungen.business.khpv.AufenthaltModel,
"21C",SBK21C,USR01537,LE_AUFENTHALT,37,FREITEXTAUFNAHME,VARCHAR,1000,0,attribute FreitextAufnahme in class leistungen.business.khpv.AufenthaltModel,,class leistungen.business.khpv.AufenthaltModel,
"21C",SBK21C,USR01537,LE_AUFENTHALT,38,FREITEXTENTLASSUNG,VARCHAR,1000,0,attribute FreitextEntlassung in class leistungen.business.khpv.AufenthaltModel,,class leistungen.business.khpv.AufenthaltModel,
"21C",SBK21C,USR01537,LE_AUFENTHALT,39,ZIELNSTVERLG_LEINST_ID,BIGINT,8,0,foreign key; Cross Component Association (CCA): references table LR_LeInstitution (class leistungserbringer.business.stammdaten.LeInstitutionModel),,class leistungen.business.khpv.AufenthaltModel,
"21C",SBK21C,USR01537,LE_AUFENTHALT,40,EINWVERANLLE_LEINST_ID,BIGINT,8,0,foreign key; Cross Component Association (CCA): references table LR_LeInstitution (class leistungserbringer.business.stammdaten.LeInstitutionModel),,class leistungen.business.khpv.AufenthaltModel,
"21C",SBK21C,USR01537,LE_AUFENTHALT,41,VERANLARZT_ANSPRPARTNER_ID,BIGINT,8,0,foreign key; Cross Component Association (CCA): references table LR_Ansprechpartner (class leistungserbringer.business.stammdaten.AnsprechpartnerModel),,class leistungen.business.khpv.AufenthaltModel,
"21C",SBK21C,USR01537,LE_AUFENTHALT,42,ZTRAUFNTAUFN_ZEITRAUFENTH_ID,BIGINT,8,0,foreign key; references table LE_ZeitraumAufenthalt (class leistungen.business.khpv.ZeitraumAufenthaltModel),,class leistungen.business.khpv.AufenthaltModel,
"21C",SBK21C,USR01537,LE_AUFENTHALT,43,ZTRAUFNTENTL_ZEITRAUFENTH_ID,BIGINT,8,0,foreign key; references table LE_ZeitraumAufenthalt (class leistungen.business.khpv.ZeitraumAufenthaltModel),,class leistungen.business.khpv.AufenthaltModel,
"21C",SBK21C,USR01537,LE_AUFENTHALT,44,TP4ADALE_TP4DALEATT_ID,BIGINT,8,0,foreign key; references table LE_TP4aDALEAttribute (class leistungen.business.tpverfahren.TP4aDALEAttributeModel),,class leistungen.business.khpv.AufenthaltModel,
"21C",SBK21C,USR01537,LE_AUFENTHALT,45,TP4BINFOAUFN_TP4BINFO_ID,BIGINT,8,0,foreign key; references table LE_TP4bDatenaustauschInfo (class leistungen.business.tpverfahren.tp4b.TP4bDatenaustauschInfoModel),,class leistungen.business.khpv.AufenthaltModel,
"21C",SBK21C,USR01537,LE_AUFENTHALT,46,TP4BINFOENTL_TP4BINFO_ID,BIGINT,8,0,foreign key; references table LE_TP4bDatenaustauschInfo (class leistungen.business.tpverfahren.tp4b.TP4bDatenaustauschInfoModel),,class leistungen.business.khpv.AufenthaltModel,
"21C",SBK21C,USR01537,LE_AUFENTHALT,47,HOSPIZCHARAKTER,SMALLINT,2,0,attribute HospizCharakter in class leistungen.business.khpv.AufenthaltModel; codetype kerntabellen.business.HospizCharakterType,,class leistungen.business.khpv.AufenthaltModel,
"21C",SBK21C,USR01537,LE_AUFENTHALT,48,IMPORTENTL_IMPDATAMDL_ID,BIGINT,8,0,foreign key; references table LE_ImportDatensatz (class leistungen.business.tpverfahren.ImportDatensatzModel),,class leistungen.business.khpv.AufenthaltModel,
"21C",SBK21C,USR01537,LE_AUFENTHALT,49,IMPORTAUFN_IMPDATAMDL_ID,BIGINT,8,0,foreign key; references table LE_ImportDatensatz (class leistungen.business.tpverfahren.ImportDatensatzModel),,class leistungen.business.khpv.AufenthaltModel,
"21C",SBK21C,USR01537,LE_AUFENTHALT,50,KDSBRZURAUFN_KOMMDTNSACHB_ID,BIGINT,8,0,foreign key; references table LE_KommDatenSachbearbeiter (class leistungen.business.KommunikationsdatenSachbearbeiterModel),,class leistungen.business.khpv.AufenthaltModel,
"21C",SBK21C,USR01537,LE_AUFENTHALT,51,SONSTIGEREHAEMPFEHLUNG,SMALLINT,2,0,attribute SonstigeRehaempfehlung in class leistungen.business.khpv.AufenthaltModel,,class leistungen.business.khpv.AufenthaltModel,
"21C",SBK21C,USR01537,LE_AUFENTHALT,52,TP4BINDIKATIONSGRPZU,SMALLINT,2,0,attribute TP4bIndikationsgruppenzuordnung in class leistungen.business.khpv.AufenthaltModel; codetype kerntabellen.business.TP4bSchlIndikationsGrpZuType,,class leistungen.business.khpv.AufenthaltModel,
"21C",SBK21C,USR01537,LE_AUFENTHALT,53,GEBDATUMNADSEGMABWEICHZUMVERS,VARCHAR,8,0,attribute GeburtsdatumNADSegmAbweichZumVersicherten in class leistungen.business.khpv.AufenthaltModel,,class leistungen.business.khpv.AufenthaltModel,
"21C",SBK21C,USR01537,LE_AUFENTHALT,54,GESCHLECHNADSEGMABWEICHZUMVERS,SMALLINT,2,0,attribute GeschlechtNADSegmAbweichZumVersicherten in class leistungen.business.khpv.AufenthaltModel; codetype kerntabellen.business.GeschlechtGesamtType,,class leistungen.business.khpv.AufenthaltModel,
"21C",SBK21C,USR01537,LE_AUFENTHALT,55,NAMENADSEGMABWEICHZUMVERS,VARCHAR,47,0,attribute NameNADSegmAbweichZumVersicherten in class leistungen.business.khpv.AufenthaltModel,,class leistungen.business.khpv.AufenthaltModel,
"21C",SBK21C,USR01537,LE_AUFENTHALT,56,VORNAMENADSEGMABWEICHZUMVERS,VARCHAR,45,0,attribute VornameNADSegmAbweichZumVersicherten in class leistungen.business.khpv.AufenthaltModel,,class leistungen.business.khpv.AufenthaltModel,
"21C",SBK21C,USR01537,LE_AUFENTHALT,26,KEINEAUFNAHME,SMALLINT,2,0,attribute KeineAufnahme in class leistungen.business.khpv.AufenthaltModel,,class leistungen.business.khpv.AufenthaltModel,
"21C",SBK21C,USR01537,LE_AUFENTHALT,27,KEINEAUFNAHMEGEMELDETAM,DATE,4,0,attribute KeineAufnahmeGemeldetAm in class leistungen.business.khpv.AufenthaltModel,,class leistungen.business.khpv.AufenthaltModel,
"21C",SBK21C,USR01537,LE_AUFENTHALT,28,KOSTENUEBERNAHMEVON,DATE,4,0,attribute KostenuebernahmeVon in class leistungen.business.khpv.AufenthaltModel,,class leistungen.business.khpv.AufenthaltModel,
"21C",SBK21C,USR01537,LE_AUFENTHALT,29,KOSTENUEBERNAHMEBIS,DATE,4,0,attribute KostenuebernahmeBis in class leistungen.business.khpv.AufenthaltModel,,class leistungen.business.khpv.AufenthaltModel,
"21C",SBK21C,USR01537,LE_AUFENTHALT,30,URSACHEKH,SMALLINT,2,0,attribute UrsacheKH in class leistungen.business.khpv.AufenthaltModel; codetype kerntabellen.business.KHAufnahmeUrsacheType,,class leistungen.business.khpv.AufenthaltModel,
"21C",SBK21C,USR01537,LE_AUFENTHALT,31,VERANLASSENDESTELLE,VARCHAR,40,0,attribute VeranlassendeStelle in class leistungen.business.khpv.AufenthaltModel,,class leistungen.business.khpv.AufenthaltModel,
"21C",SBK21C,USR01537,LE_AUFENTHALT,32,VORAUSSENTLASSUNG,DATE,4,0,attribute VoraussEntlassung in class leistungen.business.khpv.AufenthaltModel,,class leistungen.business.khpv.AufenthaltModel,
"21C",SBK21C,USR01537,LE_AUFENTHALT,33,VORSCHLWEITEREBEHAND,SMALLINT,2,0,attribute VorschlagWeitereBehandlung in class leistungen.business.khpv.AufenthaltModel; codetype kerntabellen.business.RehaVorschlagWeitereBehandlgType,,class leistungen.business.khpv.AufenthaltModel,
"21C",SBK21C,USR01537,LE_AUFENTHALT,34,ENTLASSUNGKHVORAHB,DATE,4,0,attribute EntlassungKHVorAHB in class leistungen.business.khpv.AufenthaltModel,,class leistungen.business.khpv.AufenthaltModel,
"21C",SBK21C,USR01537,LE_LEISTUMFEINZELLEISTUNGKV,0,OID,BIGINT,8,0,primary key; attribute Oid in class framework.business.Model,,class leistungen.business.khpv.kv.LeistungsumfangEinzelleistungKvModel,WHERE CREATEDAT >=''2019-06-01''
"21C",SBK21C,USR01537,LE_LEISTUMFEINZELLEISTUNGKV,1,CREATEDBY,VARCHAR,16,0,attribute CreatedBy in class framework.business.Model,,class leistungen.business.khpv.kv.LeistungsumfangEinzelleistungKvModel,WHERE CREATEDAT >=''2019-06-01''
"21C",SBK21C,USR01537,LE_LEISTUMFEINZELLEISTUNGKV,2,CREATEDAT,TIMESTAMP,10,6,attribute CreatedAt in class framework.business.Model,,class leistungen.business.khpv.kv.LeistungsumfangEinzelleistungKvModel,WHERE CREATEDAT >=''2019-06-01''
"21C",SBK21C,USR01537,LE_LEISTUMFEINZELLEISTUNGKV,3,VERSIONNR,SMALLINT,2,0,for optimistic locking; attribute VersionNr in class framework.business.Model,,class leistungen.business.khpv.kv.LeistungsumfangEinzelleistungKvModel,WHERE CREATEDAT >=''2019-06-01''
"21C",SBK21C,USR01537,LE_LEISTUMFEINZELLEISTUNGKV,4,ANZAHL,DECIMAL,10,2,attribute Anzahl in class leistungen.business.khpv.kv.LeistungsumfangEinzelleistungKvModel,,class leistungen.business.khpv.kv.LeistungsumfangEinzelleistungKvModel,WHERE CREATEDAT >=''2019-06-01''
"21C",SBK21C,USR01537,LE_LEISTUMFEINZELLEISTUNGKV,5,BETRAG,DECIMAL,15,2,attribute Betrag in class leistungen.business.khpv.kv.LeistungsumfangEinzelleistungKvModel,,class leistungen.business.khpv.kv.LeistungsumfangEinzelleistungKvModel,WHERE CREATEDAT >=''2019-06-01''
"21C",SBK21C,USR01537,LE_LEISTUMFEINZELLEISTUNGKV,6,EINZELBETRAG,DECIMAL,15,2,attribute Einzelbetrag in class leistungen.business.khpv.kv.LeistungsumfangEinzelleistungKvModel,,class leistungen.business.khpv.kv.LeistungsumfangEinzelleistungKvModel,WHERE CREATEDAT >=''2019-06-01''
"21C",SBK21C,USR01537,LE_LEISTUMFEINZELLEISTUNGKV,7,ZEITRAUMVON,DATE,4,0,attribute ZeitraumVon in class leistungen.business.khpv.kv.LeistungsumfangEinzelleistungKvModel,,class leistungen.business.khpv.kv.LeistungsumfangEinzelleistungKvModel,WHERE CREATEDAT >=''2019-06-01''
"21C",SBK21C,USR01537,LE_LEISTUMFEINZELLEISTUNGKV,12,PUNKTWERT,DECIMAL,14,6,attribute Punktwert in class leistungen.business.khpv.kv.LeistungsumfangEinzelleistungKvModel,,class leistungen.business.khpv.kv.LeistungsumfangEinzelleistungKvModel,WHERE CREATEDAT >=''2019-06-01''
"21C",SBK21C,USR01537,LE_LEISTUNGSMASSNAHME,0,OID,BIGINT,8,0,primary key; attribute Oid in class framework.business.Model,,class leistungen.business.LeistungsmassnahmeModel,WHERE CREATEDAT >=''2019-06-01''
"21C",SBK21C,USR01537,LE_LEISTUNGSMASSNAHME,1,CREATEDBY,VARCHAR,16,0,attribute CreatedBy in class framework.business.Model,,class leistungen.business.LeistungsmassnahmeModel,WHERE CREATEDAT >=''2019-06-01''
"21C",SBK21C,USR01537,LE_LEISTUNGSMASSNAHME,2,CREATEDAT,TIMESTAMP,10,6,attribute CreatedAt in class framework.business.Model,,class leistungen.business.LeistungsmassnahmeModel,WHERE CREATEDAT >=''2019-06-01''
"21C",SBK21C,USR01537,LE_LEISTUNGSMASSNAHME,3,VERSIONNR,SMALLINT,2,0,for optimistic locking; attribute VersionNr in class framework.business.Model,,class leistungen.business.LeistungsmassnahmeModel,WHERE CREATEDAT >=''2019-06-01''
"21C",SBK21C,USR01537,LE_LEISTUNGSMASSNAHME,4,BEWILLIGTERZEITRAUMVON,DATE,4,0,attribute BewilligterZeitraumVon in class leistungen.business.LeistungsmassnahmeModel,,class leistungen.business.LeistungsmassnahmeModel,WHERE CREATEDAT >=''2019-06-01''
"21C",SBK21C,USR01537,LE_LEISTUNGSMASSNAHME,5,BEWILLIGTERZEITRAUMBIS,DATE,4,0,attribute BewilligterZeitraumBis in class leistungen.business.LeistungsmassnahmeModel,,class leistungen.business.LeistungsmassnahmeModel,WHERE CREATEDAT >=''2019-06-01''
"21C",SBK21C,USR01537,LE_LEISTUNGSMASSNAHME,6,AKTENZEICHEN,VARCHAR,20,0,attribute Aktenzeichen in class leistungen.business.LeistungsmassnahmeModel,,class leistungen.business.LeistungsmassnahmeModel,WHERE CREATEDAT >=''2019-06-01''
"21C",SBK21C,USR01537,LE_LEISTUNGSMASSNAHME,7,EXTERNEREFERENZNUMMER,VARCHAR,23,0,attribute ExterneReferenznummer in class leistungen.business.LeistungsmassnahmeModel,,class leistungen.business.LeistungsmassnahmeModel,WHERE CREATEDAT >=''2019-06-01''
